district,end_date,issued_on,permittee_name,permit_no,address,lat,lng,start_date
SHAM SHUI PO,30/06/2013,15/03/2013,CHIU HING CONSTRUCTION AND TRANS CO. LTD,GW-RW0170-13,"West Kowloon Highway North Bound CH7.08-CH6.70 Full Width & Hard Shoulder, CH6.70-CH6.44 Slow, Middle and Fast Lane and CH6.44 - CH6.39 Full Width & Hard Shoulder, Kowloon.",-1,-1,17/03/2013
KWAI TSING,15/09/2013,14/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0171-13,"Kwai Fuk Road, Kwai Chung",22.358168,114.123567,16/03/2013
TSUEN WAN,17/09/2013,18/03/2013,MAEDA-CREC-SELI JOINT VENTURE,GW-RW0172-13,"CASTLE PEAK ROAD - TING KAU SECTION BESIDE GREENVIEW TERRACE, TSUEN WAN, N.T.",-1,-1,19/03/2013
TSUEN WAN,23/06/2013,20/03/2013,Yau Nam Kee Construction Co. Ltd.,GW-RW0173-13,"Carriageway near Sun Fung Centre, 88  Kwok Shui Road, Tsuen Wan, N.T.",-1,-1,24/03/2013
TUEN MUN,10/09/2013,13/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0175-13,"Tuen Mun Western Trunk Sewerage (Contract No. DC/2009/11) building a Box Culvert at Lung Mun Road near Butterfly Beach Park, Tuen Mun",-1,-1,14/03/2013
TSUEN WAN,26/09/2013,25/03/2013,Gammon Construction Limited,GW-RW0176-13,"Contract No. HY/2007/09 - Reconstruction and Improvement of Tuen Mun Road (Eastern Section) : Tuen Mun Road Chainage between CH62.8 and CH65.0 Eastbound and Westbound All Lanes, Tsuen Wan, N.T.",-1,-1,27/03/2013
SHAM SHUI PO,28/06/2013,25/03/2013,DRAGAGES-BOUYGUES JOINT VENTURE,GW-RW0177-13,"XRL Contract at Sham Mong Road, Cheung Sha Wan, Kowloon",22.328352,114.153481,29/03/2013
SHAM SHUI PO,28/09/2013,18/03/2013,TO'S UNIVERSE CONSTRUCTION CO LTD,GW-RW0179-13,"Construction site at 10 Cheung Yue Street, Cheung Sha Wan, Kowloon",22.3371204,114.1505855,29/03/2013
TUEN MUN,23/09/2013,22/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0180-13,"Route 9, Tuen Mun Road CH57.9A - CH60.0A (from Siu Lam to Tsing Lung Tau ), Both Bound, Tuen Mun, NT",-1,-1,24/03/2013
TUEN MUN,23/07/2013,21/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0181-13,"Contract No. HY/2007/10 - Reconstruction and Improvement of Tuen Mun Road : Tai Lam Section, Tuen Mun Road, N.T.",-1,-1,24/03/2013
KWAI TSING,01/10/2013,22/03/2013,HIP HING ENGINEERING COMPANY LIMITED,GW-RW0182-13,"Hong Wan Road,Tsing Yi, NT",22.335039,114.111315,02/04/2013
KWAI TSING,07/10/2013,22/03/2013,CLP ENGINEERING LTD.,GW-RW0183-13,"Tai Lin Pai Road, Kwai Chung, NT",22.361024,114.132909,07/04/2013
KWAI TSING,31/08/2013,22/03/2013,SHUI ON BUILDING CONTRACTORS LTD,GW-RW0188-13,"Construction of Public Rental Housing Development at Kwai Shing Circuit, N.T.",-1,-1,22/03/2013
TUEN MUN,24/06/2013,25/03/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0189-13,"Tuen Mun Heung Sze Wui Road, Tuen Mun, N.T. (Contract No.: 08/HY/2008)",22.391912,113.975314,28/03/2013
SHAM SHUI PO,24/09/2013,20/03/2013,Chun Wo Foundations Limited,GW-RW0190-13,No. 17 Cheung Shun St. Shamshuipo,22.33597,114.147038,25/03/2013
KWAI TSING,15/08/2013,21/03/2013,ZHEN HUA ENGINEERING CO LTD,GW-RW0191-13,"Container Terminal 5, Kwai Chung, NT",-1,-1,10/04/2013
KWAI TSING,16/06/2013,28/03/2013,CLP  ENGINEERING LIMITED,GW-RW0192-13,"Container Port Road, Kwai Chung, NT",-1,-1,31/03/2013
KWAI TSING,06/10/2013,22/03/2013,CLP ENGINEERING LTD.,GW-RW0193-13,"Kung Yip Street, Kwai Chung, NT",-1,-1,07/04/2013
TSUEN WAN,01/10/2013,26/03/2013,Yee Hop Engineering Company Limited,GW-RW0194-13,"Hong Kong Disneyland Resort, Tsuen Wan West, NT",22.315474,114.044921,02/04/2013
KWAI TSING,08/07/2013,28/03/2013,CLP ENGINEERING LIMITED,GW-RW0195-13,"KWAI FUNG CRESCENT, KWAI CHUNG, NT",-1,-1,15/04/2013
KWAI TSING,07/08/2013,27/03/2013,Shun Shing Contractors Limited,GW-RW0196-13,"Castle Peak Road - Kwai Chung, Kwai Chung, NT",22.355314,114.133312,14/03/2013
TUEN MUN,20/10/2013,28/03/2013,CHINA HARBOUR ENGINEERING COMPANY LIMITED,GW-RW0197-13,"Tuen Mun Road near Sam Shing Hui at Tuen Mun, N.T. (Contract No.: HY/2008/11)",-1,-1,21/04/2013
TSUEN WAN,30/07/2013,27/03/2013,ARBAT CONSTRUCTION COMPANY LIMITED,GW-RW0198-13,"Junction of Texaco Road and Tsuen Wan Road near Tsuen Tsing Interchange, Tsuen Wan East, NT",-1,-1,28/03/2013
SHAM SHUI PO,14/10/2013,03/04/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0199-13,"Construction site at j/o Castle Peak Road and Cheung Wah Street, Sham Shui Po, Kowloon. (N.K.I.L. No. 6489, Site K20)",-1,-1,15/04/2013
TUEN MUN,02/10/2013,28/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0200-13,"Tuen Mun Road, Tuen Mun, NT",-1,-1,03/04/2013
TSUEN WAN,24/10/2013,26/03/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RW0201-13,"Yam O Barging Point at Tsing Chau Wan, Lantau Island, H.K.",22.2664984,113.941751,25/04/2013
TUEN MUN,28/09/2013,03/04/2013,Leader Civil Engineering Corporation Limited,GW-RW0202-13,"Contract No. HY/2008/12 - Bus-Bus Interchanges on Tuen Mun Road : Tuen Mun Road, N.T.",-1,-1,05/04/2013
SHAM SHUI PO,14/10/2013,02/04/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0203-13,"Junction of Castle Peak Road / Hing Wah Street Cheung Sha Wan, Kowloon",22.33922,114.155343,15/04/2013
TUEN MUN,20/10/2013,28/03/2013,CHINA HARBOUR ENGINEERING COMPANY LIMITED,GW-RW0204-13,"Tuen Mun Road near Tsing Yung Terrace at Tuen Mun, N.T.",-1,-1,21/04/2013
SHAM SHUI PO,09/10/2013,28/03/2013,GAMMON-LEIGHTON JOINT VENTURE,GW-RW0205-13,"Hing Wah Street West (near New World Ferry), Stonecutters Island, Kowloon",22.3228031,114.1350173,10/04/2013
TUEN MUN,03/10/2013,03/04/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0206-13,"Construction site at Ming Kum Road near Tsing Tin Road, Tuen Mun, N.T. (WIS 321-323)",-1,-1,04/04/2013
TUEN MUN,31/05/2013,02/04/2013,China Harbour Engineering Company Limited,GW-RW0207-13,"Tuen Mun Road, Tuen Mun, N.T. (Contract No.: HY/2009/03 - Design & Build of Traffic Improvements to Tuen Mun Road Town Centre Section)",-1,-1,02/04/2013
TSUEN WAN,28/06/2013,26/03/2013,Shun Yuen Construction Company Limited,GW-RW0208-13,"Sha Tsui Eastbound between Tai Ho Road and Wo Tik Street, Tsuen Wan, N.T.",-1,-1,02/04/2013
TSUEN WAN,28/07/2013,26/03/2013,MING HING TAI CONSTRUCTION LTD,GW-RW0210-13,"Siu Ho Wan Near Sham Shui Kok, Sunny Bay, Lantau Island",22.2664984,113.941751,29/03/2013
TSUEN WAN,14/07/2013,08/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0211-13,Tuen Mun Road-section near Yau Kom Tau Water Treatment Works and Sunny Villa,-1,-1,14/04/2013
TUEN MUN,31/05/2013,02/04/2013,China Harbour Engineering Company Limited,GW-RW0212-13,"Tuen Mun Road near On Ting Estate, Tuen Mun, N.T. (Contract No.: HY/2009/03 - Design & Build of Traffic Improvements to Tuen Mun Road Town Centre Section).",-1,-1,02/04/2013
TSUEN WAN,25/10/2013,03/04/2013,LEIGHTON CONTRACTORS (ASIA) LTD.,GW-RW0213-13,"Yam O Barging Point at Tsing Chau Wan, Lantau Island, H.K.",22.2664984,113.941751,26/04/2013
SHAM SHUI PO,23/10/2013,03/04/2013,DRAGAGES-BOUYGUES JOINT VENTURE,GW-RW0214-13,"XRL Contract at Sham Mong Road, Cheung Sha Wan, Kowloon",22.328352,114.153481,24/04/2013
TSUEN WAN,27/10/2013,08/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0215-13,"Contract No. HY/2007/10 - Reconstruction and Improvement of Tuen Mun Road (Tai Lam Section) : Westbound CH59.6A - CH58.6A, Tuen Mun Road, N.T.",-1,-1,05/05/2013
KWAI TSING,29/09/2013,28/03/2013,CLP  ENGINEERING LIMITED,GW-RW0216-13,"Yip Shing Street, Kwai Chung, NT",-1,-1,04/04/2013
TUEN MUN,14/10/2013,03/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0217-13,"Urmston Road in front of Pillar Point, Tuen Mun, NT",53.448717,-2.374697,15/04/2013
KWAI TSING,08/10/2013,03/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0218-13,"Kwai Tsing Road near Kwai Tai Road, Kwai Chung, NT",-1,-1,09/04/2013
TSUEN WAN,30/06/2013,03/04/2013,ROCTEC TECHNOLOGY LTD.,GW-RW0219-13,"MTR Sunny Bay Station, Sunny Bay, Lantau Island",22.2664984,113.941751,09/04/2013
TSUEN WAN,19/09/2013,03/04/2013,W.HING CONSTRUCTION COMPANY LTD.,GW-RW0220-13,"Construction site at 6-28 Chai Wan Kok Street (near Pun Shan Street), Tsuen Wan, N.T.",-1,-1,20/04/2013
TSUEN WAN,25/06/2013,08/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0221-13,"Ma Kok Street, Tsuen Wan, NT",42.4072107,-71.3824374,08/04/2013
TSUEN WAN,25/05/2013,09/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0222-13,"HY/2007/09 – Reconstruction and Improvement of Tuen Mun Road – Eastern Section, Tuen Mun Road CH64.6 to CH64.8 Westbound, Ting Kau, Tsuen Wan, N.T.",-1,-1,11/04/2013
TSUEN WAN,30/06/2013,10/04/2013,ROCTEC TECHNOLOGY LIMITED,GW-RW0223-13,"Tai Wo Hau MTR Station, Tsuen Wan, N.T.",22.370758,114.124951,15/04/2013
TUEN MUN,01/10/2013,02/04/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0224-13,"Tuen Mun Western Trunk Sewerage (Contract No. DC/2009/11), DSD contract in Tuen Mun district, Building a sewerage pumping station at the junction of Wong Chu Road and Lung Mun Road, Tuen Mun, NT",-1,-1,02/04/2013
SHAM SHUI PO,30/06/2013,03/04/2013,TYSAN FOUNDATION LIMITED,GW-RW0225-13,"Construction Site (K22) between Un Chau Street & Fuk Wing Street, Cheung Sha Wan, Kowloon (NKIL 6487)",-1,-1,04/04/2013
KWAI TSING,09/10/2013,05/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0226-13,"Kwai Wo Street near Kwai Shun Street, Kwai Chung, N.T.",22.354083,114.123746,10/04/2013
TSUEN WAN,20/06/2013,05/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0227-13,"Lung Tak Street near Wang Lung Street, Tsuen Wan, N.T.",22.365297,114.117269,05/04/2013
SHAM SHUI PO,13/10/2013,09/04/2013,TYSAN FOUNDATION LIMITED,GW-RW0228-13,"Construction site at West Rail Nam Cheong Station Property Development, Kowloon",-1,-1,14/04/2013
KWAI TSING,20/10/2013,08/04/2013,CHINA STATE - ATAL JOINT VENTURE,GW-RW0229-13,"Stonecutters Island Sewage Treatment Works, Stonecutters Island, Kowloon",22.3228031,114.1350173,21/04/2013
KWAI TSING,30/10/2013,09/04/2013,POLLARD-CNCEC JOINT VENTURE,GW-RW0230-13,"Container port Road between Kwai Tai Road and Kwai Fuk Road, Kwai Chung, NT",-1,-1,01/05/2013
SHAM SHUI PO,20/10/2013,08/04/2013,CHINA STATE - ATAL JOINT VENTURE,GW-RW0231-13,"Stonecutters Island Sewage Treatment Works, Stonecutters Island, Kowloon",22.3228031,114.1350173,21/04/2013
KWAI TSING,28/10/2013,10/04/2013,TSING MA MANAGEMENT LTD.,GW-RW0232-13,"Airport Bound, Ch9.10 to Ch9.25, Tsing Kwai Highway, Kwai Chung, NT",-1,-1,04/05/2013
KWAI TSING,28/07/2013,11/04/2013,CLP  ENGINEERING LIMITED,GW-RW0233-13,"Container Port Road South near Kwai Chung Customhouse, Kwai Chung, NT",-1,-1,21/04/2013
SHAM SHUI PO,28/07/2013,08/04/2013,SIEMENS LIMITED,GW-RW0234-13,"Electrical Substation, Block B, Hong Kong Industrial Centre, No. 489-491 Castle Peak Road, Cheung Sha Wan, Kowloon",22.337515,114.147048,01/05/2013
KWAI TSING,09/10/2013,08/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0235-13,"Kwai Tai Road and Container Port Road South near Kwai Tai Road, Kwai Chung, NT",-1,-1,10/04/2013
TSUEN WAN,11/06/2013,10/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0236-13,"Ma Kok Lane,  Tsuen Wan, N.T.",22.365017,114.11627,08/04/2013
TSUEN WAN,30/06/2013,08/04/2013,SIEMENS LIMITED,GW-RW0237-13,"Electrical Substation at Winner Godown Building. No. 503-515 Castle Peak Road, Tsuen Wan, N.T.",-1,-1,01/05/2013
TSUEN WAN,14/07/2013,11/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0240-13,"Contract No. HY/2007/09 – Reconstruction and Improvement of Tuen Mun Road – Eastern Section, Tuen Mun Road CH64.2 - CH64.8 Eastbound, Ting Kau, Tsuen Wan, N.T.",-1,-1,14/04/2013
KWAI TSING,08/10/2013,10/04/2013,CRBC - WCCL JV,GW-RW0241-13,"Ching Cheung Road (East Bound near Castle Peak Road - Kwai Chung), Kwai Chung, NT",-1,-1,11/04/2013
SHAM SHUI PO,19/06/2013,10/04/2013,WAN CHUNG CONSTRUCTION CO LTD,GW-RW0242-13,"Concourse Level, MTRC Shamshuipo Station, Shamshuipo, Kowloon",-1,-1,20/04/2013
SHAM SHUI PO,02/06/2013,16/04/2013,CRBC – WCCL JV,GW-RW0243-13,"Lung Cheung Road, Cheung Sha Wan, Kowloon",22.342772,114.170679,21/04/2013
TUEN MUN,20/10/2013,17/04/2013,BESTWIN ENGINEERING LIMITED,GW-RW0244-13,"From MTR San Hui Station to Kam Hing Building along Castle Peak Road-San Hui, Tuen Mun, N.T.",-1,-1,21/04/2013
TUEN MUN,13/11/2013,16/04/2013,LEIGHTON CONTRACTORS (ASIA) LTD,GW-RW0245-13,"Black Point Power Station, Yung Long Road, Lung Kwu Tan, Tuen Mun, N.T.",-1,-1,15/05/2013
KWAI TSING,28/07/2013,16/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RW0246-13,"Wo Yi Hop Road, Kwai Chung, NT",22.37313,114.136443,20/04/2013
KWAI TSING,22/05/2013,17/04/2013,TOP EXPRESS INFRASTRUCTURE LIMITED,GW-RW0247-13,"Kung Yip Street, Kwai Chung, NT",-1,-1,08/04/2013
KWAI TSING,13/06/2013,15/04/2013,TOP EXPRESS INFRASTRUCTURE LTD,GW-RW0248-13,"Container Port Road South, Kwai Chung, NT",22.337119,114.131581,22/04/2013
SHAM SHUI PO,13/10/2013,17/04/2013,DRAGAGES-BOUYGUES JOINT VENTURE,GW-RW0249-13,"Construction site at Hing Wah Street West near The First Ferry, Stonecutters Island, Kowloon",22.3228031,114.1350173,17/04/2013
KWAI TSING,21/07/2013,12/04/2013,CLP ENGINEERING LIMITED,GW-RW0250-13,"Chun Pin Street and Ta Chuen Ping Street, Kwai Chung, NT",-1,-1,12/05/2013
TSUEN WAN,26/07/2013,22/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0251-13,"Tuen Mun Road, Tsuen Wan West, NT",-1,-1,26/04/2013
TSUEN WAN,26/07/2013,22/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0252-13,"Tuen Mun Road, Tsuen Wan West, NT",-1,-1,26/04/2013
TUEN MUN,25/10/2013,18/04/2013,AHK CONCRETE LIMITED,GW-RW0253-13,"Lam Tei Quarry, 21.5 Miles, Castle Peak Road, Lam Tei, Tuen Mun, N.T.",-1,-1,26/04/2013
TSUEN WAN,30/06/2013,23/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0254-13,"HY/2007/09 - Reconstruction and Improvement of Tuen Mun Road (Eastern Section), Tuen Mun Road Sections between Ch61.55 - 61.75, (Westbound, slow lane) and CH60.05-30.35 (Eastbound, slow lane)Tsing Lung Tau",-1,-1,28/04/2013
SHAM SHUI PO,30/06/2013,23/04/2013,WAN CHUNG CONSTRUCTION CO. LTD,GW-RW0255-13,Concourse Level at Mei Foo MTR Station,-1,-1,01/05/2013
KWAI TSING,25/08/2013,23/04/2013,Crowning Engineering Limited,GW-RW0256-13,"Kwai Hei Street, Kwai Chung, NT",-1,-1,09/06/2013
TSUEN WAN,30/06/2013,23/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0257-13,"Tuen Mun Road Chainage CH65.15 to CH65.65 Westbound, Yau Kom Tau, Tsuen Wan, N.T.",-1,-1,28/04/2013
SHAM SHUI PO,22/10/2013,18/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0258-13,"Stonecutters Island Sewage Treatment Works, Stonecutters Island, Kowloon",22.3228031,114.1350173,23/04/2013
TSUEN WAN,30/06/2013,25/04/2013,Gammon Construction Limited,GW-RW0259-13,"Contract No. HY/2007/09 - Reconstruction and Improvement of Tuen Mun Road (Eastern Section) : Tuen Mun Road section between CH62.2 - 62.35, Westbound, Tsuen Wan, N.T.",-1,-1,28/04/2013
KWAI TSING,31/05/2013,17/04/2013,HIP HING ENGINEERING COMPANY LIMITED,GW-RW0260-13,"Shek Pai Street, Kwai Chung, NT",-1,-1,22/04/2013
KWAI TSING,08/07/2013,18/04/2013,TRANSPORT INFRASTRUCTURE MANAGEMENT LTD,GW-RW0261-13,"Cheung Tsing Bridge, Both Bound, Tsing Kwai Highway, Tsing Yi, N.T.",-1,-1,16/05/2013
SHAM SHUI PO,16/06/2013,19/04/2013,DRAGAGES-BOUYGUES JOINT VENTURE,GW-RW0262-13,Construction Site near Fu Cheong Estate at Sham Mong Road of West Kowloon under MTRC XRL Contract 820,-1,-1,01/05/2013
TUEN MUN,09/07/2013,16/04/2013,CHIU HING CONSTRUCTION & TRANSPORTATION COMPANY LIMITED,GW-RW0263-13,"Tuen Mun Road B Bound Ch49.33 to  Ch49.44 Middle Lane, Tuen Mun, NT",-1,-1,22/04/2013
TUEN MUN,13/11/2013,24/04/2013,LEADER CIVIL ENGINEERING CORPORATION LTD.,GW-RW0264-13,"Tuen Mun Road near Maritime Services Training Institute, Tuen Mun, NT",-1,-1,14/05/2013
TSUEN WAN,26/10/2013,25/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0265-13,"TUEN MUN ROAD CHAINAGE CH65.1 TO CH66.8, YAU KOM TAU, TSUEN WAN, N.T.",-1,-1,27/04/2013
TSUEN WAN,28/07/2013,19/04/2013,SHUN YUEN CONSTRUCTION COMPANY LIMITED,GW-RW0266-13,"Castle Peak Road - Tsuen Wan near Belvedere Garden, Tsuen Wan West, NT",-1,-1,28/04/2013
TUEN MUN,19/07/2013,22/04/2013,CHIU HING CONSTRUCTION &TRANSPORTATION COMPANY LIMITED,GW-RW0267-13,"Yuen Long Highway A Bound - CH47.3A to CH47.16A Middle & Fast Lane, CH47.16A to CH46.5A Full Width, Tuen Mun, N.T.",-1,-1,29/04/2013
TSUEN WAN,28/10/2013,26/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0268-13,"Contract No.HY/2007/09 – Reconstruction and Improvement of Tuen Mun Road – Eastern Section, Tuen Mun Road Ch62.2 - Ch65.15 Westbound and Ch62.2 - Ch64.7 Eastbound, Ting Kau, Tsuen Wan, N.T.",-1,-1,29/04/2013
KWAI TSING,30/08/2013,19/04/2013,Shun Yuen Construction Company Limited,GW-RW0269-13,"Castle Peak Road – Kwai Chung (Section between L/P No. W2371 and Wo Yi Hop Road, Kwai Chung, NT.",-1,-1,02/05/2013
TUEN MUN,06/06/2013,22/04/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RW0270-13,"Tsing Wun Road, Tuen Mun, NT",-1,-1,06/05/2013
TUEN MUN,21/06/2013,23/04/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0271-13,"Castle Peak Road - Lam Tei near Fuk Hang Tsuen Road and L/P FB5863, Tuen Mun, N.T. (08/HY/2008)",-1,-1,26/04/2013
TSUEN WAN,28/07/2013,25/04/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0272-13,"HY/2007/09 - Reconstruction and Improvement of Tuen Mun Road (Eastern Section) - Tuen Mun Road Sections between Ch62.2-Ch61.4 Ts, Tsuen Wan,NT",-1,-1,28/04/2013
KWAI TSING,07/07/2013,24/04/2013,Shun Yuen Construction Company Limited,GW-RW0273-13,"Fung Shue Wo Road, Tsing Yi, NT",22.352935,114.106677,28/04/2013
TSUEN WAN,14/07/2013,26/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0275-13,"Texaco Road near Yeung Uk Road, Tsuen Wan, NT",-1,-1,30/04/2013
SHAM SHUI PO,30/06/2013,23/04/2013,"WAN CHUNG CONSTRUCTION CO., LTD.",GW-RW0276-13,"Concouse Level, Lai Chi Kok MTR Station, Kowloon",22.337265,114.148033,01/05/2013
TUEN MUN,01/07/2013,26/04/2013,CHINA HARBOUR ENGINEERING COMPANY LIMITED,GW-RW0277-13,"Tuen Mun Road near On Ting Estate, Tuen Mun, N.T. (Contract No.: HY/2009/03 - Design & Build of Traffic Improvements to Tuen Mun Road Town Centre Section).",-1,-1,29/04/2013
KWAI TSING,03/11/2013,23/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0278-13,"Kwai Foo Road, Kwai Chung, NT",-1,-1,05/05/2013
TUEN MUN,01/07/2013,29/04/2013,China Harbour Engineering Company Limited,GW-RW0279-13,"Tuen Mun Road near San Hui Market, Tuen Mun, N.T. (Contract No.: HY/2009/03 - Design & Build of Traffic Improvements to Tuen Mun Road Town Centre Section)",-1,-1,29/04/2013
TSUEN WAN,30/08/2013,25/04/2013,Shun Yuen Construction Company Limited,GW-RW0280-13,"Tai Ho Road Southbound between Sha Tsui Road and Yeung Uk Road, Tsuen Wan, N.T.",-1,-1,22/05/2013
KWAI TSING,31/05/2013,29/04/2013,HIP HING ENGINEERING COMPANY LIMITED,GW-RW0281-13,"Shek Li Street, Kwai Chung, NT",-1,-1,02/05/2013
KWAI TSING,24/05/2013,26/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0282-13,"Kwai Chung, NT",22.377536,114.136127,30/04/2013
SHAM SHUI PO,12/11/2013,02/05/2013,CHUN WO - CEC JOINT VENTURE,GW-RW0283-13,"Stonecutters Island Sewage Treatment Works, Stonecutters Island, Kowloon",22.3228031,114.1350173,13/05/2013
KWAI TSING,31/07/2013,26/04/2013,CLP  ENGINEERING LIMITED,GW-RW0285-13,"Container Port Road South near Kwai Chung Customs House, Kwai Chung, NT",-1,-1,06/05/2013
KWAI TSING,25/10/2013,26/04/2013,DRAGAGES-BOUYGUES JOINT VENTURE,GW-RW0286-13,"J/O Tai Lin Pai Road and Wing Yip Street, Kwai Chung, N.T.",22.359553,114.132373,02/05/2013
TUEN MUN,12/06/2013,24/04/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RW0287-13,"Tsing Wun Road, Tuen Mun, N.T.  Near Nan Fung Industrial City (WSD Contract No. 1/WSD/12(W))",-1,-1,13/05/2013
TSUEN WAN,31/07/2013,06/05/2013,Gammon Construction Limited,GW-RW0288-13,"Contract No. HY/2007/09 - Reconstruction and Improvement of Tuen Mun Road (Eastern Section) : Tuen Mun Road sections between CH63.8 - CH64.3 and CH64.6 - 64.8, Eastbound and Westbound, Ting Kau, Tsuen Wan, N.T.",-1,-1,06/05/2013
TUEN MUN,18/11/2013,30/04/2013,China Harbour Engineering Company Limited and China Road and Bridge Corporation jointly tr,GW-RW0289-13,"Area between Sha Chau and Hong Kong International Airport, N.T.",-1,-1,19/05/2013
KWAI TSING,21/09/2013,06/05/2013,CHIU HING CONSTRUCTION AND TRANS CO. LTD,GW-RW0291-13,"Cheung Pei Shan Road, Kwai Chung, NT",22.375943,114.121776,23/05/2013
TSUEN WAN,05/09/2013,06/05/2013,CHIU HING CONSTRUCTION AND TRANS CO. LTD,GW-RW0293-13,"CHEUNG PEI SHAN RD B BOUND CH69.0-69.25 FULL WIDTH & SLIP RD,  CH68.55-69.0 FULL WIDTH & SLIP RD, CH68.35-68.55 FULL WIDTH, TSUEN WAN, N.T.",-1,-1,06/05/2013
KWAI TSING,19/11/2013,06/05/2013,Chiu Hing Construction & Transportation Company Limited,GW-RW0294-13,"Tsuen Wan Road, Kwai Chung, NT",-1,-1,20/05/2013
KWAI TSING,01/09/2013,06/05/2013,Shun Yuen Construction Company Limited,GW-RW0297-13,"Liu To Road (section near lamp post FA5106 and section near lamp post FB6656), Tsing Yi, N.T.",-1,-1,19/05/2013
SHAM SHUI PO,25/11/2013,07/05/2013,Shui On Construction Co Ltd,GW-RW0298-13,"West Kowloon Law Courts Building at Sham Shui Po, Kowloon",22.3285899,114.1602846,26/05/2013
KWAI TSING,01/09/2013,09/05/2013,Siemens Limited,GW-RW0299-13,"Electrical Substation, DSL Building, 8 - 12 Tsing Tim Street, Tsing Yi, N.T.",-1,-1,23/06/2013
TUEN MUN,31/08/2013,03/05/2013,SIEMENS LIMITED,GW-RW0300-13,"Electrical Substation at MTR Tuen Mun Depot, 55-65 Lung Mun Road, Tuen Mun, N.T.",-1,-1,11/06/2013
TUEN MUN,14/11/2013,06/05/2013,Kum Shing (K F) Construction Company Limited,GW-RW0301-13,"CONSTRUCTION SITE AT TSING YIN STREET AND KIN SHING LANE, TUEN MUN, N.T. (CLP CONTRACT NO.: OA4610000060)",-1,-1,15/05/2013
KWAI TSING,31/07/2013,07/05/2013,Shun Yuen Construction Company Limited,GW-RW0302-13,"Kwai Tsing Road Junction Tsuen Wan Road, Kwai Chung, NT",-1,-1,26/05/2013
TUEN MUN,01/07/2013,08/05/2013,China Harbour Engineering Company Limited,GW-RW0308-13,"Tuen Mun Road near San Hui Market, Tuen Mun, N.T. (Contract No.: HY/2009/03 - Design & Build of Traffic Improvements to Tuen Mun Road Town Centre Section).",-1,-1,11/05/2013
TUEN MUN,17/11/2013,07/05/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0309-13,"Tuen Mun Road CH56.55-CH59.95, both bounds full width,Tai Lam Section, Tsuen Wan, NT.",-1,-1,18/05/2013
SHAM SHUI PO,01/09/2013,08/05/2013,Excel Engineering Company Limited,GW-RW0313-13,"Road Section of Cheung Shun Street between Cheung Lai Street and Tai Nam West Street, Lai Chi Kok, Kowloon",22.335596,114.133531,09/05/2013
TUEN MUN,01/07/2013,09/05/2013,China Harbour Engineering Company Limited,GW-RW0314-13,"Tuen Mun Road near On Ting Estate , Tuen Mun, N.T. (Contract No.: HY/2009/03 - Design & Build of Traffic Improvements to Tuen Mun Road Town Centre Section).",-1,-1,11/05/2013
KWAI TSING,09/08/2013,09/05/2013,PROGRAM CONTRACTORS LIMITED,GW-RW0315-13,"Kwai Hing Station,  Kwai Chung, NT",-1,-1,10/05/2013
